Comment,is_hate
Salman Mohammad Muqtadir ভাই আপনি তো দাদু সহ কোনো দলকেই বাদ দেন নাই..🤦‍♂️🤣🫡,0
Salman Mohammad Muqtadir bhai election e daray jan apnakei shobai vote dibe😂🙏,0
ভাগ্যিস ঘুমাই নাই ঘুমালে এই বিনোদন মিস করতাম😂,0
ভাই সাবধানে কসাইদের থেকে 🙂,0
কাউরেই বাদ রাখলেন না 🤣🤣,0
সেরা ভাই আফনে সেরা 🤣,0
"ভিডিও টা বোঝতে পারলে, নির্বাচনের আগে অনেক কিছু বোঝার আছে তোমার। 😊",0
দেশের সবচেয়ে চরিত্রবান পুরুষ 🥲🙄  সরি ভাই হাসি আটকাইতে পারি নাই।,0
তরুনরা রাজনীতি সচেতন হলে দেশ উন্নতির দিকে এগিয়ে যাবে। দারুন। 👌,0
"Salman kintu Jamater hye khub technically ,Bimpi re basta diye dilo sometimes i thinking about like ,Salman ki akhon jamater paid agent naki😇?",0
"Only Salman Mohammad Muqtadir can pull off stuffs like this. ""এই যে, এই মেয়েটা এটা ৭১ বিরোধি"" ""আমি আবার দলে ফিরে এসেছি"" 😭🙏",0
Salman Mohammad Muqtadir Bhaiya...Ami to by born Sarkar.Amr jonno kono post thakle nomination joma ditam...! 🖐️Rup e change kore dibo. Kintu kar seta niye desh er prosason er moto obosthan e achi.,0
Comedian should be like this!🤣U upload realistic content as always!R jy hok politician hoyo na! Otherwise directly honest Kotha Bolte giye life risk a porba!🥲,0
Salman Mohammad Muqtadir Bhai Script টা  পুরাই অস্থির 🤣,0
Salman Mohammad Muqtadir এমন ভিডিও বানানোর হ্যাডম ব্রো তোমারই আছে। Perfectly cooked.🤣,0
এটারে অপেক্ষায় ছিলাম😆,0
Bro cooked Bangladesh present situation without oil 🫡😂,0
ভাইরে ভাই হাসতে হাসতে শেষ আমি,0
"Salman চরিত্রবান"" best chilo vhai best 🥹🤣",0
এটা কি ছিল ভাই 🤣,0
bro literally hired ishraq mojumder to act,0
"উনি এই দেশের সবচাইতে সু চরিত্রবান পুরুষ,,,,এটা সেরা ছিল 🤣",0
ভাই সেই বলছেন🤣,0
"Asif, nahid, hasnat mine hole ase pashe🥹🤣🤣 last er dike podotag kothay jeno dekhechi egula",0
বাদ যাবে না একটি দলও। 😂,0
"Salman Mohammad Muqtadir vai.. দেশের সব পলিটিশিয়ানদের ভরে দিলেন,  মনে হলো 🤣🤣🤣great job, ❤️",0
what a xpose level 😄,0
ekta bar amader vote diye dekhen ... eta best chilo 😂,0
সেরা ভাই সেরা🤣,0
"এমনেও ঠাপানো যায়,না ঠাপায়া 😂The man,the myth 🗿",0
"At a time when much of the media appears to have sold its identity to those in power, this brave presentation stands out as truly commendable. Hats off to you Salman Mohammad Muqtadir",0
ভাই বাশঁ টা জায়গা মতো'ই দিলেন 😁,0
দলের প্রতিক মাছ?ব্রাউন মাছকে জাতীয় মাছের স্বীকৃতি দেওয়া হোক✊,0
ভাই এই ভাষণের জন্য আপনিই সেরা 😂,0
"আর যাই হোক,গানটা জোশ হইছে😆😆",0
I won't be surprised if this guy runs for some sorta elections by making these videos. 🥴,0
ভাই মাঠে আসবেন নাকি😊,0
দেশের ইনফ্লুয়েন্সারদের এমনই হওয়া উচিত।সকল কিছুর ন্যায় দেশের রাজনৈতিকদল ও রাজনৈতিক সমস্যা নিয়েও আলোচনা-সমালোচনা মূলক ভিডিও তৈরি করবে।,0
সব কিছু নিয়ে নাটক চলতেছে.....😂,0
"Bro, he himself got confused about চরিত্রবান পুরুষ dialogue 😂😂",0
বিনোদনের অন্তারালে সমাজের সঠিক দর্পন সাদৃশ্য হয়েছে,0
Bro you are genius 😅 we only can laugh at this never ending circle..that’s the only thing left!,0
Eita kono kotha bhai!Amne kew bash dei..? 😆,0
সেরা চরিত্রবান পুরুষের যে অংশ টা৷ যাক সুন্দর অনেক এই ধরণের Content বানাতে সাহস লাগে।,0
ভাই রে ভাই এর থেকে সেরা এই মূহুর্তে কিছু হইতেই পারে না 🙅🤣,0
Funny Way তে বাংলাদেশের চিত্র তুলে ধরলেন। বর্তমান প্রেক্ষাপটে গুরুত্বপূর্ণ। সুচরিত্রবান পুরুষ সালমাম মুক্তাদির 🌚,0
হাসতে হাসতে আমি শেষ 😂😂,0
ভাই এককথায় সেরাহ্!😂,0
বাশ তো দেখি সবাইরে এক সাথে দিয়া দিলেন ভাইসেরা ভাই সেরা🫡🫡🫡,0
সময়োপযোগী ভিডিও with great humour🤣🤣,0
সেরা হইছে ভাই 🤣,0
"বক্তৃতার মধ্যে হাসি গুলো সেই লাগছে , জোশ ছিল ভিডিও টা পরবর্তী কনটেন্ট চাই , উবায়দুল কাদেরের ভাষণ আর স্টেজ ভাঙ্গার । 😅🤓",0
সেরা হইছে bro🤣,0
সেরা 😂 I am তো speechless,0
Ei gulare bole content. Shera bhai shera 👌❤️👌,0
ভাই সেরা হইছে 🤣🤣🤣,0
সেরা। সব দলকে জবাব দেওয়া হয়ে গেছে। 😂,0
একদম on point.. 🤣 জোস্ 🫶,0
"This is a punch in the face of dirty politics, disguised as a funny roasting video. Brilliant, Bold, and Brave.",0
Bhai ekdom on point hoise sob kotha 😂 sei hoise bhai NCP r jamat k jeivabe roast krlo bhai moner moto video 🤣🤣🤣🤣🤣🔥🔥🔥,0
হাসতে হাসতে বইরা দিলেন ভাইয়ে সেরা 😅👑,0
মজা পাইছি ভাইয়ে,0
ওহ ভাই সেরাহ👌মন মতো কনটেন্ট 😂,0
"Everything was good until you hear ""Desher peyaj er dam ratarati bere gese"" then you realise It's peak!🗣️Massive respect bhai.",0
বস সেরা হইছে😆,0
"সেই হইছে ভাই , একদম মন মতো👌🏻🤣",0
Script ta valo chilo! 🤣,0
ভিডিও টা অস্থির হইসে😄 অনেক হাসলাম😆,0
হাসির ভিডিও হলেও অনেক কিছু শিক্ষনীয় ছিলো,0
Dhur miya apnar vedio samne ase Amar 1 ghonta haste haste ses holo🤦🏼‍♀️...,0
gok gok gok gok,0
Sounds good 🤝,0
Pls pookie English e caption diba na ami English bugina😔,0
Maturity level 1000/10￼🥰,0
ব্যক্তি সালমান মুক্তাদির যেমনই হোক।  তার এই কথাগুলো সময়  উপযোগী..,0
that's why I said Salman muqtadir is asset,0
Bro cooked her in a different way.,0
বাংলাদেশের ইয়াং জেনারেশন এর বন্ধু ভাই সালমান মুক্তাদী🤠😎⚡,0
🫡🫡,0
Vai thik kotha bola chara thakte pare na 🙂,0
Or kopal vala vahi akhon married 😎,0
this is why I love you!,0
Absolutely right brother 👍,0
Salman Mohammad Muqtadir   Vai is best,0
🧡,0
I love your opinion about law that's the thing we all want but the question is how ? Reality is totally opposite 👌🏻,0
He is an intelligent 🧠 Guy ✔️,0
ভাই একে কনডম দিয়েই চু** দেন।,0
@followers @highlight ❤️❤️❤️🔥🔥🔥🔥,0
সালমান গুরু 🫂,0
Well said!!!,0
দুষ্ট ছেলে এখন ভদ্র হয়ে গেছে 🥹🫶🏻,0
"Correct bro, great mindset",0
Love you brother,0
Clout chasing got debunked in an instant. The Maturity I was expecting. Well done 💐❤️,0
what a psychological power move bro. She became irrevalent here!  👊,0
My bro💝,0
Very positive mind nice 👍,0
Salman Mohammad Muqtadir ❤️❤️,0
♥️,0
Salman Mohammad Muqtadir great brother right❤️or kopal valo chilo je tmr 2sc er Kotha ta sune naii .sunle hoyto 14+14=28 gushti dhuyaaa hoiya jetooo 😂😂😂,0
😎,0
সালমানের upbringing ভালো আজকের ভিডিও দেখে বুঝলাম।,0
Maturity level 🤌,0
Ai sourerbacca tor comment abar funny o hoy,0
ফকিন্নির পুত,0
তোকে জ*বা*ই দেয়া হবে।‌ রেডি থাক। 🔪,0
ঠিক  কথা  বলেছেন  ভাই,0
"যার বাবাই ছিল না ঘরে তাকে জন্ম দিছে পরে,,কোথায় পতিতালয়ের মেয়ে আর কোথায় আপনি ভাই শিক্ষিত মানুষ।",0
Shoriya aiyn.mane tu bhujen na.... Tokhon dhorshon.er.bichar totally ekdom hobe na....4 jon shakki lagbe tarpor nay bichar pabe......,0
Bro u got d point we musnt forgot d main agenda or topics rather than nonsense immature shitd man grow up girl 🥱,0
"Din sheshe Kotha ektai, sensation kinar age, Salman Bhai er chehara ar hologram dekhe kinum 😏",0
তোর সেই ভিডিও লাললে নক দিস ভাই ড্রাইভ টা দিয়ে দেব,0
এই মেয়ের বাবাও ঠিক এমন ভাবেই কন্ডমের ব্যবহার বুঝেনি! যদি বুঝতেন তাহলে আজকে এই মাগির জন্ম হইত না।  কি বলেন Salman Mohammad Muqtadir  ভাই🫡,1
"There's no point in talking about these girls, just for attention, to come into the limelight by making all these nasty comments about trendy public figures.However, the response was harsh🔥",0
Love U salman,0
👏,0
"তুমিই আসল ইনফ্লোয়েন্সার ভাই।  একই ভিডিও তে লিবারেল, কনজার্ভেটিভ সবাইকে খুশি করার মতো জিনিস রেখে দিছো",0
Fuc*****  man this is the reason I like u,0
শরীয়াহ আইন পাছার মাঝে বেত দিয়ে বার বার বাদাম দিতে হবে৷,0
who cares???,0
1000,0
Salman Mohammad Muqtadir 🥰🫶,0
"শরীয়া আইনের সাথে সাথে যেই ফ্রিডম অব স্পিচ, চয়েস সেগুলাও যাবে সেটা নিয়ে তো আপনিও ভাবেন নাই",0
Pasra or sapra whoever it is..mainly she forgot j kare niye kotha boltese...  🫠🫠🫠 amar literally funny lagse beparta,0
Bro...mane moner kotha gula kivabe jee boila deayyy✊💚💚,0
দ,0
ছাপড়ি একটা....,0
Hope the basicness spread all over Bangladesh,0
Love you bro.❤️ You're the best.✨,0
OMG! This guy is way more matured. And I love matured people.,0
"maturity Ultra level,Ei parsha ektu famous hoiya boroder respect kore na,,maybe salman muqtadir vai chance dey nai tai etto rag,,",0
তাকে কেউ মেনশন দে👀,0
F you,0
আজকে ফজরের নামাজ পড়ছো? শরিয়া আইন হলে কিন্তু তোমর ব্যবসা শেষ। বুঝতে পারছো চান্দু। পরে আবার আন্দোলন করতে নাইম্মো না!!,0
Apnar Kotha bolar level ai alada Vai ♥️,0
Agree 💯💯💯,0
👏🏼👌🙏🏽,0
যৌবন জ্বালায় অতীষ্ঠ হয়ে ইডেন কলেজের ছাত্রলীগ সভানেত্রীর আত্মহত্যা।,1
👌❤️,0
"ভাই তুমিই পারবা,কিন্তু তোমাকে কেও পেরে উঠতে দেবে না।",0
Sumit Nath,0
Really appreciate ❤️ Strong mentality,0
Parsa apu maybe Condom* use kore na kokhono tai...,0
"Salman muktadir, you are a butcher of children...... Already 500 + children havebeen killed...yunush,  you and  yunush gangs..killed these Children....The Justice will be done one day for these killing....so Don't worry.....",0
"Soriya iyeen hole Salman Mohammad Muqtadir dhel mare mere felar list aa prothome thakbe 😂😂🤣I think he knows it better, Amra akhn j life style ar somaje asi sekhane soriya ayeen chaya ar age suicide korte hobe ,, karon amra jani amra kon obosthan aa sudhu sikar korte pari na kan jani abr boi khatay porsi issa thakle upay hoy😂🤣",0
Logic ase vai er kotha te ❤️,0
"You touch the main point👏,, really appreciated 🤍",0
I would cordially request you to make another post for Ramisa again after a few days please. We are already forgetting her as a nation.🥺,0
আপনাকে স্যালুট।,0
সেরা,0
"এইসব লাগালাগি বাদ দিয়ে।আইইএসএলটিএস এর মক টেস্ট লাগান ,বিদেশ জাইতে পারবেন",0
Hmm sobai main topic bad diye etai porto,0
"Really appreciate,  Strong mentality,that's why I like you bro💖",0
রাজনীতি ছাড়াও যে দেশের মানুষের জন্য কাজ করা যায় সেটা এখন বুঝলেন?🤣,0
অনেক দেরী করে বুঝলেন ভাই😅🖤,0
সাকিব্বাই আপনার এমন একটা পোস্টের অপেক্ষায় ছিলাম🥺আমরা আপনাকে লাল-সবুজের জার্সিতে দেখার জন্য মুখিয়ে আছি😅,0
"ধর্য্য ধারণ করুন বস, আমাদের রাজনীতিবিদ সাকিব এবং ক্রিকেটার সাকিব দু-জনের'ই দরকার",0
সাকিব জাতীয়দলে ফিরলে ফুটবলের মতো ক্রিকেটেও মানুষের আকর্ষণ বাড়বে👍🏼💥,0
ভাই আপনে নির্বাচনে সতন্ত্র দাড়াইলেও এই বাংলায় আপনারে হারানোর মতো দ্বিতীয় কেউ নাই।,0
"আপনি মস্তিষ্ক নয়, হৃদয়ে গেঁথে থাকা এক অনুভব; সাকিব আল হাসান!",0
"ক্রিকেট বদলাতে পারে, সময় বদলাতে পারে—কিন্তু সাকিবের প্রতি ভালোবাসা না 🥹🇧🇩",0
এই সোনার ছেলে আবার আসবে কবে দেশে এই সোনার ছেলে খেলবে দেশে দেখবে লাখো বাংলাদেশের মানুষ হাতে তালিতে গজরে উঠবে মোদের বাংলাদেশ,0
তারমানে বলতে চাচ্ছেন জয় বাংলা?জিতবে আবার নৌকা?,0
"রাজনীতি ছেড়ে ক্রিকেটে আসলে, ওয়েলকাম 👍",0
আমাদের রাজনীতিবিদ সাকিব এবং ক্রিকেটার সাকিব দু-জনের'ই দরকার 😎🛶,0
ক্রিকেটার ছাকিবাল হাসান আর রাজনীতিবিদ ছাকিবাল হাসান এক না 🫶🫶,1
ঠিক এইভাবে যদি ২৪ এর ৫ই আগস্ট জুলাই যোদ্ধাদের নিয়ে একটা ফেসবুক পোস্ট দিতেন.. হয়তো আজ আপনি দেশের হয়ে গোটা বিশ্বে বাংলাদেশকে রিপ্রেজেন্ট করতেন...,0
পুরো বিশ্বকে চ্যালেঞ্জ করলাম পারলে আপনারা আর একটা সাকিব আল হাসান তৈরি করে দেখান?,0
"রাজনীতি ব্যাতিরেখে জনগণের সেবা করতে পারবেন, যদি ইচ্ছেটা সৎ হয়।",0
"ভাই, তুই যদি জুলাই মাসে একটা পোস্ট দিতিস, তবে বাংলাদেশের মানুষ তোকে হিরো বানিয়ে রাখত!",0
রাজনীতি ত্যাগ করে খেলায় ফিরলে wellcome 🌸,0
"বর্তমানে,পার্টটাইম ক্রিকেটার,ফুলটাইম রাজনীতিবিদ",0
জবাব হোক ব্যাটে বলে,0
আসো তো আগে দেশে তারপর তো খেলা।তোমাকে জীবনের সবচেয়ে বড় খেলা উপহার দিবো তো আমরা আর পুরস্কার হিসেবে থাকবে গলায় বাটা সেনডেলের মালা।,0
আমরা কোন জুয়াড়ি সাকিব চাই না আমরা চাই ক্রিকেটার সাকিব😌,0
সাকিব ভাই অনেক সময় লেট করে এই বিষয় টা বুঝতে পারলেন যে রাজনীতি ছাড়াও একটি দেশের জন্য কাজ করা যায় 💔,0
গোটা ক্রিকেট বক্তরা তোমার লাল সবুজের জার্সিতে ফেরার অপেক্ষায় আছে বস 75🥰🖤,0
নিজ দেশে লাল সবুজের জার্সিতে একটা ইনিংস খেলে বিদায় প্রত্যাশা করি লিজেন্ড,0
ভুলটা শিকার করে নেন ভাই। তারপর আবার ক্রিকেটে ব্যাক করেন ☺️,0
ইচ্ছাটা খুবই সুন্দর কিন্তু অতীতের ভুলের অনুশোচনা থাকাটা খুবই জরুরী।,0
না বস!রাজনীতির মাধ্যমেই ফিরে আসতে পারবেন! আপা আসুক আপনি আর আপা এক সঙ্গে ব্যাট হাতে মাঠে নামবেন! ❤️,0
"আপনার ক্রিকেটে ফেরার চেয়ে, বাংলাদেশে ফেরা'টা বেশি জরুরী!",0
ক্রিকেটার সাকিব আর ব্যাক্তি সাকিব এক না! 😁,0
ঐটা ছিলো রাজনৈতিক সাকিবের বক্তব্য এটা ক্রিকেটার সাকিবের বক্তব্য,0
"সাকিব একদিন আসবে, হয় রাজনীতিবিদ হয়ে,নয়তো ক্রিকেটার হয়ে❤️👍",0
এই পোস্টের ভিউজ ১০ মিলিয়ন ছাড়িয়ে যাবে সম্ভবত। ব্যাট হাতে আবারও লাল সবুজের জার্সিতে মাঠ মাতাবেন এই প্রত্যাশা করছি।,0
"ক্রিকেটার সাকিব ভাই আর ব্যক্তি সাকিব ভাই এক না।যেমন ধরেন,ব্যক্তি সাকিব ভাইকে টুপকি মারলে খেলোয়াড় সাকিব ভাই ব্যাথা পাবে না।এটাই সাকিব ভাইয়ের পাওয়ার💪",0
কবি যা লিখেন তাই কবিতা আর সাকিব আল হাসান যা করেছেন তাই বাংলাদেশ ক্রিকেট....🤌🏻🙌🏻,0
"আমরা রাজনীতি এর সাকিব চাইনা,আমরা ক্রিকেটার সাকিব কে চাই ❤️",0
তিনি ফিরতে চান… আর সেই ফেরা মানেই নতুন ইতিহাস 💚,0
জ্বি ষাড় আমরা বুঝছি যে ব্যাক্তি সাকিপ আর ক্রিকেটার সাকিপ এক না 🥱,0
"আপনি ত দোয়ার প্রার্থী না, আপনি হচ্চেন নৌকার প্রার্থী,   আপনি আমাদের নৌকা মার্কার সূর্যসন্তান 🙄",0
"রাজনীতিতে কেনো ভাই?রাজনীতি ছাইড়া দিয়া শুধু মন দিয়া খেলায় থাকলেই বাংলাদেশের মানুষ আপনাকে বেশী ভালোবাসবে, কুনীতিতে না যাওয়ার আহ্বান রইলো ভাই🙏🙂",0
"সাকিব আল হাসান, মাশরাফি বিন মর্তুজা এরা দুই জন দেশের সম্পদ। রাজনীতিতে না আসলে  দলমত নির্বিশেষে আপনাদেরকে মানুষ  অলংকার বানিয়ে রাখত।",0
ক্রিকেট এর জন্য ফিরবে তুমি তোমার ব্যাট বলে ভর করে হাসবে বাংলাদেশের ক্রিকেট আবার নতুন করে ❤️‍🩹,0
"সর্বোচ্চ উজাড় করে খেলতে চাই,,  এই লাইনটা আপনার কোটি ভক্তের হৃদয়ে নাড়া দিয়েছে নবাব।🥺🥺আপনি ফিরবেন ইনশাআল্লাহ, আপনার প্রত্যাবর্তন বীরের মতোই হবে।",0
আমাদের রাজনীতিবি সাকিব এবং ক্রিকেটার সাকিব দু-জনের'ই দরকার,0
"বাংলাদেশের পোস্টার বয় তুমি ফিরবে, বীরের বেশেই ফিরবে, তোমাকে ফিরতেই হবে বাংলাদেশের ক্রিকেটের জন্য হলেও তোমাকে ফিরতে হবে..",0
"অবশ্যই আপনি আসবেন বস, আর রাজনীতির মাধ্যমেই...আপনার জন্য শুভকামনা,  আমার দেখা সবচেয়ে গাট ওয়ালা পাব্লিক আপনি।",0
"আপনি বাংলাদেশের প্রধানমন্ত্রী হোন সেটাই চাই, সাথে ক্রিকেটের রাজা ত আছেন'ই!আর সাথে আপারও নিয়ে দু’ইকেন, বাকিটা আমরা দেখতেছি। জুয়ারি সাকিব আর ক্রিকেটার সাকিব এক না, এইটা বাংলাদেশের জনগণ বুঝবে আশা করি।",0
"রাজনৈতিক ক্যারিয়ার ছেড়ে দিন, খেলোয়াড় সাকিবকে স্বাগতম।",0
বা যা লেখছে ভালোয় লেখছে মনে হয় 😆,0
"আপনাকে ফুলটাইম রাজনীতিতেই দেখতে চাই  কারন দেশের উন্নতি চাই, ক্রিকেট খেলে বাল ও হবে না 🤣",1
"ভালো সিদ্ধান্ত,,,, রাজনীতি থেকে পদত্যাগ করে ক্রিকেটে মনযোগী হউন। ক্রিকেট থেকে অবসরের পর রাজনীতিতে মনযোগী হবেন।এটাই বেস্ট।",0
তার আগে বলেন পোস্টটা কি ব্যক্তি সাকিব করেছে নাকি ক্রিকেটার সাকিব করেছে?,0
আপনি শুধু ২২ গজে দাড়িয়ে থাকবেন বাকিটা আমরা দেখতাছি 🇧🇩,0
Boss আপনি ব্যক্তি হিসাবে অনেক এর চুখে খারাপ।কিন্তু ক্রিকেটার হিসেবে আপনি ওয়ান অফ অনলি।বিশ্বের মধ্যেই একপিস,0
রাজনীতির হিসাব বাদ দেন। আপনাকে লাল সবুজের জার্সিতে দেখতে চাই।,0
মানুষ এখনও কেন বুঝে না। ক্রিকেটার সাকিব ভাই আর রাজনীতিবিদ সাকিব ভাই এক না। লাল সবুজের মাঝে ভাইকে আবার দেখতে চাই 😇,0
"সাকিব একদিন আসবেই, হয়তো ক্রিকেটার হিসেবে,নয়তো রাজনীতিবিদ  হিসেবে,এত এব সাকিব বাংলাদেশে ফিরবেই  ফিরবে।",0
"সর্বোচ্চ উজাড় করে খেলতে চাই,এই লাইন টা! ☺️❤️আপনি মাঠে যেমন নির্ভীক, কথাতেও তেমন স্পষ্ট।  শেষ সময়টুকু হোক গর্ব আর হাসিতে ভরা,বাংলার নবাব'🖤",0
সাথে জোয়ার একটা বিজ্ঞাপন পুরাই আগুন দেখাবে বস,0
"সঠিক সিদ্ধান্ত, বারো ঘাটের পানি খাওয়ার চাইতে এক ঘাটে খাওয়া ভালো",0
"ব্যাট না বৈঠা হাতে,  এছাড়া আর হয়তো খেলা হবে না",0
পোস্টটা কি ব্যক্তি সাকিব করেছে নাকি ক্রিকেটার সাকিব করেছে?🙂ব্যক্তিগত সাকিবের প্রতি অভিযোগ আছেকিন্তু ক্রিকেটার সাকিবের প্রতি অভিযোগ নাই।🙂,0
সাকিব্বাই আপনি যখন এই বাংলাদেশের মাটিতে পা রাখবেন তখন আপনার ভক্তরা ইতিহাস তৈরি করবে🥹 আমরা আপনাকে লাল-সবুজের জার্সিতে দেখার জন্য মুখিয়ে আছি😅,0
ক্রিকেটার সাকিবের প্রতি অভিযোগ নাই।জবাব হোক ব্যাটে বলে,0
"রাজনীতিবিদ সাকিব চাইনা, আমরা চাই ক্রিকেটার সাকিব হয়ে দেশে ফিরো!",0
"ব্যক্তি সাকিব, রাজনৈতিক সাকিব, ব্যবসায়ী সাকিব, জুয়াড়ি সাকিব এক না, এইটা খেলোয়াড় সাকিব বলেছে Also  রাজনৈতিক সাকিবও বলেছে!🙂",0
জবাব হবে ব্যাটে বলে Mr .‌ all rounder 75,0
ইচ্ছাটা ভালো কিন্তু অতীতের ভুলের অনুশোচনা থাকাটাও খুবই জরুরি!,0
খেলোয়াড় সাকিব আর ব্যক্তি সাকিব এক নয়..  দুইজন দুই গ্রহের..  একবার এক সাকিব সাক্ষাৎকার দেয়.. যেমন আগের টা দিছে BAL এর সাকিব,0
ক্রিকেটার সাকিবের প্রতি অভিযোগ নাই।জবাব হোক ব্যাটে বলে🏏,0
একটা সময় ছিল আপনার ব্যাট হাসলেই হাসত 🇧🇩,0
বিশ্বের নাম্বার ওয়ান প্লেয়ার নিজ দেশের হয়ে খেলতে চায়। 😓হাইরে রাজনীতি।   😓দেশের হয়ে খেলবে। আমি আছি তোমার পাশে। এরকম কোটি কোটি আমি আছে তোমার পাশে।,0
"সাকিব দেশের হয়ে আবার ক্রিকেটও খেলবেন, আওয়ামীলীগের হয়ে আবার রাজনীতিও করবেন। মিলিয়ে দেইখেন ❤️",0
কৌশল টা কিন্তু দারুন 🙂,0
"সাকিব ভাই আসলে আমরা সিরিজ জিতবো। এই খবর আপা ফোন করে পাপন কাকুর থেকে শুনবে। তাই আপনি একা আসিয়েন না আপা,আরও কাকুকেই নিয়ে আসিয়েন পিলিজ।",0
মিয়া তোমার এই একটু ক্যাপশনে আত্মাই শান্তি লাগছে কিন্তু তাতে পোষায় না তোমারে মিরপুরে লাল সবুজ জার্সি পরে খেলতে দেখলে হয়তো পোষাইতো 🫠❤️‍🩹,0
যেটা লাউ সেটাই কদু।। একটা সরাসরি আর একটা ব্যাকরনের ভাষা অর্থ একই,0
"আপনি মস্তিষ্কে নয়, হৃদয়ে গেঁথে থাকা এক অনুভব, তবে সেটা ক্রিকেটার সাকিব আল হাসান, কোন রাজনৈতিক সাকিব আল হাসান নয়",0
এক তেল তামিমকে সাইজ করার জন্য একজন সাকিবই যথেষ্ট।,0
"জীবনও একটা রাস্তা ও একটা ধরেন। দুই রাস্তায় হাটিয়া কিতা করতায় , বুঝলে বুঝ পাতা না বুঝলে তেজপাত 😇😇",0
"ছ্যারারা এখন মেয়র পদপ্রার্থী,  চৌকিদার পদপ্রার্থী। আপনি ক্রিকেটের নবাব। ফিরে আসেন।",0
যদি ক্রিকেটার কোন সৌন্দর্য থেকে থাকে সেটা সাকিবকে ছাড়া অসুন্দর,0
ক্রকেটের মত রাজনীতিতেও আপনি বিশ্বসেরা অলরাউন্ডার হয়ে যান।,0
"নবাবী পোস্ট, যদি বলি ক্রিকেটের কথা তুমি সেরাদের সেরা!",0
গোটা ক্রিকেট বক্তরা তোমার লাল সবুজের জার্সিতে ফেরার অপেক্ষায় আছে বস 75,0
"কবি যা লিখে তাই কবিতা,সাকিব যা দিয়েছে তাই বাংলাদেশের ক্রিকেট🥰",0
ভাইয়া আপনি যখন খেলতেন তখনও হারতামআর এখন খেলেন না যে তাও হারি।আপনি না আসলেও চলবে ভাইয়া❤️,0
সাকিব কিন্তু ভাইরাল হওয়া কথা প্রসঙ্গে কিছুই বলে নাই।এইটাই বোধহয় সায়েন্স😊,0
